Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/midtern/Page_product-detail/img_product""))",Edge Chromium 142.0.3595.94,,,28-11-2025 15:29:26,28-11-2025 15:29:27,0.561s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_product-detail/button_next_img""))",Edge Chromium 142.0.3595.94,,,28-11-2025 15:29:27,28-11-2025 15:29:28,0.615s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_product-detail/button_next_img""))",Edge Chromium 142.0.3595.94,,,28-11-2025 15:29:28,28-11-2025 15:29:28,0.616s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_product-detail/button_next_img""))",Edge Chromium 142.0.3595.94,,,28-11-2025 15:29:28,28-11-2025 15:29:29,0.574s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_product-detail/button_next_img""))",Edge Chromium 142.0.3595.94,,,28-11-2025 15:29:29,28-11-2025 15:29:29,0.589s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_product-detail/button_next_img""))",Edge Chromium 142.0.3595.94,,,28-11-2025 15:29:29,28-11-2025 15:29:30,0.591s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_product-detail/button_zoom""))",Edge Chromium 142.0.3595.94,,,28-11-2025 15:29:30,28-11-2025 15:29:31,0.658s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_product-detail/button_zoom""))",Edge Chromium 142.0.3595.94,,,28-11-2025 15:29:31,28-11-2025 15:29:31,0.599s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_product-detail/button_zoom_in""))",Edge Chromium 142.0.3595.94,,,28-11-2025 15:29:31,28-11-2025 15:29:32,0.544s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_product-detail/button_zoom_out""))",Edge Chromium 142.0.3595.94,,,28-11-2025 15:29:32,28-11-2025 15:29:32,0.580s,PASSED
,,,,,,,
Test Cases/midtern/product-Detail/add-to-cart-from-pd,Edge Chromium 142.0.3595.94,,,28-11-2025 15:29:32,28-11-2025 15:29:54,21.480s,FAILED
"click(findTestObject(""Object Repository/midtern/Page_productp/label_chose_color""))",Edge Chromium 142.0.3595.94,,,28-11-2025 15:29:32,28-11-2025 15:29:47,14.820s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_productp/lsize_M""))",Edge Chromium 142.0.3595.94,,,28-11-2025 15:29:47,28-11-2025 15:29:48,1.037s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_productp/saddtocart""))",Edge Chromium 142.0.3595.94,,,28-11-2025 15:29:48,28-11-2025 15:29:49,0.599s,PASSED
"verifyElementText(findTestObject(""Object Repository/midtern/Page_productp/titleGiohang""), ""GIỎ HÀNG"")",Edge Chromium 142.0.3595.94,,,28-11-2025 15:29:49,28-11-2025 15:29:53,4.391s,PASSED
"verifyElementText(findTestObject(""Object Repository/midtern/Page_productp/seizeM""), ""M"")",Edge Chromium 142.0.3595.94,,,28-11-2025 15:29:53,28-11-2025 15:29:54,0.540s,FAILED
,,,,,,,
Test Cases/midtern/product-Detail/product-relative,Edge Chromium 142.0.3595.94,,,28-11-2025 15:29:54,28-11-2025 15:30:24,30.673s,FAILED
"verifyElementPresent(findTestObject(""Object Repository/midtern/Page_product-detail/div_product-relatetive-list""), 0)",Edge Chromium 142.0.3595.94,,,28-11-2025 15:29:54,28-11-2025 15:29:54,0.274s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/midtern/Page_product-detail/a_product-relative""))",Edge Chromium 142.0.3595.94,,,28-11-2025 15:29:54,28-11-2025 15:30:24,30.312s,FAILED
